fault name,cube num,test relation PI,BDD Var num
n512gat_n506gat_B,65,21,9
n1274gat_n1270gat_A,33,34,8
n364gat_n132gat_B,100,88,9
n228gat_n222gat_C,65,88,3
n227gat_n224gat_B,65,88,3
n129gat_n123gat_C,65,88,8
n2606gat_n2602gat_A,9,61,3
n2345gat_n2213gat_C,6,20,17
n2346gat_n2150gat_B,6,20,15
n155gat_n234gat_A,76,19,18
n330gat_n248gat_A,81,21,18
n334gat_n244gat_A,82,20,18
n111gat_n971gat_A,100,22,22
n253gat_n136gat_A,100,22,19
n1006gat_n1267gat_B,22,15,13
n1225gat_n1255gat_B,4,16,10
n612gat_stem,2,21,1
n504gat_stem,100,21,9
n2134gat_n2129gat_B,11,21,21
n2212gat_n1737gat_A,37,30,19
n1515gat_n1732gat_A,19,30,19
n1515gat_n1731gat_B,19,30,19
n330gat_n247gat_C,38,25,19
n1590gat_n1305gat_B,100,62,21
n325gat_n145gat_B,19,22,20
n151gat_n139gat_B,40,22,20
n1446gat_n1620gat_B,3,4,4
n1551gat_n1516gat_A,6,10,10
n2081gat_n1481gat_A,100,62,34
n2212gat_n1582gat_C,19,33,31
n2346gat_n2215gat_A,11,21,17
n1602gat_n1761gat_B,96,31,20
n350gat_n344gat_C,65,21,3
n60gat_n56gat_A,65,21,9
n1234gat_n1229gat_B,65,20,3
n1059gat_n1052gat_C,65,20,3
n1057gat_n1054gat_C,65,20,3
n1058gat_n1054gat_B,65,20,3
n714gat_n711gat_A,65,21,3
n1281gat_n1327gat_A,65,34,2
n1274gat_n1271gat_A,33,34,8
n229gat_n223gat_B,65,88,3
n2418gat_n2411gat_C,9,56,3
n2419gat_n2412gat_A,9,56,3
n2416gat_n2413gat_C,9,56,3
n2417gat_n2413gat_B,9,56,3
n2606gat_n2603gat_A,9,61,3
n2261gat_n2255gat_A,6,15,15
n2215gat_n2282gat_B,6,20,18
n154gat_n137gat_A,27,19,18
n154gat_n136gat_B,70,22,20
n255gat_n324gat_A,25,22,21
n1147gat_n1092gat_A,100,23,18
n1584gat_n1510gat_A,100,31,22
n612gat_stem,2,21,1
n504gat_stem,100,21,9
n2081gat_n1347gat_A,100,62,32
n1085gat_n1155gat_A,100,62,29
n247gat_n143gat_B,24,22,20
n1448gat_n1620gat_A,3,4,4
n1480gat_n1416gat_B,100,62,36
n2162gat_n1419gat_A,100,62,33
n1921gat_n1920gat_B,11,33,30
n1961gat_n2330gat_B,5,22,14
n740gat_n415gat_B,100,77,77
n524gat_n630gat_C,100,77,72
n634gat_n630gat_A,100,77,63
n521gat_n634gat_B,100,77,76
n523gat_n632gat_B,41,77,17
n264gat_n261gat_B,65,20,3
n52gat_n45gat_C,65,20,9
n53gat_n46gat_A,65,20,9
n50gat_n47gat_C,65,20,9
n51gat_n47gat_B,65,20,9
n351gat_n345gat_B,65,21,3
n60gat_n57gat_A,65,21,9
n1059gat_n1053gat_C,65,20,3
n715gat_n710gat_B,65,21,3
n513gat_n506gat_C,65,21,9
n514gat_n507gat_A,65,21,9
n511gat_n508gat_C,65,21,9
n512gat_n508gat_B,65,21,9
n111gat_n964gat_A,23,14,14
n1225gat_n1383gat_B,65,34,2
n1280gat_n1383gat_A,65,34,2
n1275gat_n1270gat_B,33,34,8
n2418gat_n2412gat_C,9,56,3
n2419gat_n2413gat_A,9,56,3
n2607gat_n2602gat_B,9,61,3
n1442gat_n1373gat_B,100,62,26
n1507gat_n1408gat_A,100,62,36
n2406gat_n2282gat_A,21,20,18
n2393gat_n2331gat_A,29,20,19
n253gat_n137gat_B,73,19,18
n330gat_n249gat_B,22,21,14
n334gat_n245gat_B,100,23,19
n1180gat_n1177gat_A,21,15,13
n1604gat_n1471gat_C,7,17,11
n522gat_n354gat_B,38,70,35
n2442gat_n1391gat_B,6,10,10
n1553gat_n1641gat_B,10,30,19
n1616gat_n1605gat_B,10,30,19
n2621gat_n2534gat_C,100,46,26
n2353gat_n2363gat_A,100,62,37
n1703gat_n1608gat_B,100,79,50
n2212gat_n1666gat_B,2,10,10
n2261gat_n2129gat_C,11,21,21
n1590gat_n1245gat_A,100,62,21
n325gat_n246gat_B,41,23,20
n372gat_n451gat_B,28,23,23
n1790gat_n2017gat_A,82,20,20
n1446gat_n1622gat_B,3,81,5
n1319gat_n1624gat_A,3,78,5
n2625gat_n2531gat_B,100,46,39
n2290gat_n2218gat_B,100,62,36
n2356gat_n2306gat_A,100,62,39
n2081gat_n1483gat_A,100,62,34
n2353gat_n2291gat_A,100,62,37
n1704gat_n1608gat_A,100,79,50
n1480gat_n1417gat_B,100,62,42
n1702gat_n1690gat_B,2,15,5
n2261gat_n2185gat_A,11,16,15
n334gat_n247gat_A,100,25,20
n2444gat_n2830gat_A,2,2,2
n2216gat_n1860gat_B,3,10,9
n374gat_n522gat_A,100,77,61
n524gat_n631gat_C,100,34,28
n633gat_n631gat_B,10,34,13
n290gat_n291gat_A,100,77,76
n266gat_n260gat_B,65,20,3
n52gat_n46gat_C,65,20,9
n53gat_n47gat_A,65,20,9
n177gat_n170gat_A,65,21,3
n174gat_n171gat_C,65,21,3
n175gat_n171gat_B,65,21,3
n61gat_n56gat_B,65,21,9
n1235gat_n1229gat_C,65,20,3
n733gat_n730gat_A,65,21,3
n513gat_n507gat_C,65,21,9
n514gat_n508gat_A,65,21,9
n810gat_n804gat_C,65,20,3
n1190gat_n1185gat_B,33,34,3
n851gat_n450gat_A,34,20,20
n228gat_n225gat_C,65,88,3
n229gat_n225gat_B,65,88,3
n1444gat_n1372gat_B,100,62,21
n3006gat_n2249gat_B,9,15,15
n2393gat_n2053gat_A,6,20,15
n253gat_n139gat_A,100,22,20
n419gat_n900gat_A,28,15,14
n1685gat_n1600gat_A,100,36,29
n1401gat_n1397gat_B,53,17,13
n670gat_n801gat_B,100,24,22
n406gat_n409gat_A,100,70,60
n415gat_n292gat_A,100,77,77
n1123gat_n1199gat_A,100,30,21
n705gat_stem,2,21,1
n822gat_stem,2,20,1
n1645gat_n1641gat_A,10,30,19
n1616gat_n1642gat_B,10,30,19
n2624gat_n2534gat_A,100,46,35
n2354gat_n2219gat_A,100,62,36
n2284gat_n2306gat_B,100,62,37
n2353gat_n2364gat_A,100,62,37
n1609gat_n1604gat_B,2,71,5
n1670gat_n1571gat_A,19,30,19
n2620gat_n2538gat_A,4,15,14
n1690gat_n1721gat_B,5,15,14
n372gat_n453gat_A,22,21,21
n1774gat_n2015gat_B,2,3,3
n1446gat_n1623gat_B,3,73,5
n2443gat_n2292gat_A,100,62,39
n2081gat_n1484gat_A,100,62,40
n2359gat_n1421gat_B,100,62,42
n2216gat_n1861gat_B,7,13,13
n2664gat_n2014gat_D,25,33,12
n1711gat_n2556gat_A,46,22,21
n48gat_n44gat_A,65,20,9
n176gat_n170gat_C,65,21,3
n177gat_n171gat_A,65,21,3
n352gat_n345gat_C,65,21,3
n353gat_n346gat_A,65,21,3
n350gat_n347gat_C,65,21,3
n351gat_n347gat_B,65,21,3
n716gat_n710gat_C,65,21,3
n715gat_n712gat_B,65,21,3
n500gat_n494gat_C,65,21,3
n509gat_n505gat_A,65,21,9
n811gat_n805gat_B,65,20,3
n1276gat_n1270gat_C,33,34,8
n1275gat_n1272gat_B,33,34,8
n2608gat_n2602gat_C,9,61,3
n2607gat_n2604gat_B,9,61,3
n2616gat_n2614gat_A,17,61,6
n1393gat_n1407gat_A,100,62,35
n111gat_n974gat_B,100,20,20
n334gat_n246gat_C,100,23,20
n111gat_n975gat_A,100,23,23
n420gat_n891gat_A,47,15,15
n419gat_n901gat_A,28,15,14
n407gat_n408gat_B,100,70,43
n516gat_n408gat_A,100,70,69
n672gat_n801gat_A,100,24,18
n705gat_stem,2,21,1
n832gat_stem,2,21,1
n822gat_stem,2,20,1
n1000gat,100,30,26
n1614gat_n1556gat_A,10,30,19
n1319gat_n1617gat_A,3,78,5
n2443gat_n2291gat_C,100,62,39
n2152gat_n1737gat_B,32,30,29
n1670gat_n1570gat_C,19,30,19
n2512gat_n1756gat_A,2,10,10
n286gat_n180gat_A,5,16,13
n1442gat_n1368gat_A,100,62,26
n1590gat_n1246gat_B,100,62,21
n1444gat_n1573gat_A,10,30,18
n254gat_n238gat_B,23,22,21
n1790gat_n2163gat_A,100,28,28
n2353gat_n2293gat_A,100,62,43
n2081gat_n1349gat_B,100,62,34
n1591gat_n1354gat_A,100,62,32
n1591gat_n1435gat_A,100,62,40
n2049gat_n2057gat_A,13,15,15
n17gat_n84gat_B,100,27,25
n356gat_n523gat_B,100,77,77
n633gat_n632gat_C,100,77,37
n17gat_n85gat_A,33,16,14
n267gat_n260gat_C,65,20,3
n268gat_n261gat_A,65,20,3
n265gat_n262gat_C,65,20,3
n266gat_n262gat_B,65,20,3
n48gat_n45gat_A,65,20,9
n172gat_n168gat_A,65,21,3
n913gat_n910gat_C,65,21,3
n914gat_n910gat_B,65,21,3
n352gat_n346gat_C,65,21,3
n353gat_n347gat_A,65,21,3
n62gat_n56gat_C,65,21,9
n61gat_n58gat_B,65,21,9
n373gat_n443gat_B,3,4,4
n373gat_n444gat_A,3,4,4
n717gat_n711gat_B,65,21,3
n501gat_n495gat_B,65,21,3
n509gat_n506gat_A,65,21,9
n1191gat_n1185gat_C,33,34,3
n1190gat_n1187gat_B,33,34,3
n1277gat_n1271gat_B,33,34,8
n2609gat_n2603gat_B,9,61,3
n2550gat_n2546gat_A,9,61,3
n2078gat_n2073gat_A,39,21,17
n110gat_n797gat_A,100,21,21
n147gat_n238gat_A,22,22,14
n147gat_n237gat_B,100,22,20
n110gat_n796gat_B,100,22,22
n2652gat_n2650gat_B,5,24,4
n407gat_n409gat_B,91,70,26
n832gat_stem,2,21,1
n2000gat,100,55,55
n1100gat,100,24,18
n1001gat,10,15,13
n1010gat,100,20,20
n1616gat_n1555gat_A,10,30,19
n1319gat_n1618gat_A,3,12,5
n286gat_n181gat_A,100,45,38
n2285gat_n2306gat_C,100,62,37
n2351gat_n1576gat_A,13,39,30
n1991gat_n1521gat_B,19,30,19
n1736gat_n1570gat_A,10,30,18
n1681gat_n1760gat_A,53,31,18
n1084gat_n1159gat_B,100,62,29
n1444gat_n1258gat_B,100,62,21
n387gat_n250gat_B,25,21,19
n2512gat_n1755gat_C,7,8,8
n2664gat_n2009gat_B,100,29,29
n1919gat_n1800gat_B,6,10,10
n1551gat_n1593gat_A,6,6,6
n2486gat_n2430gat_B,100,46,30
n2470gat_n1934gat_A,19,13,12
n2355gat_n2291gat_B,100,62,38
n1480gat_n1438gat_B,100,62,35
n1591gat_n1426gat_B,100,62,33
n2162gat_n1494gat_B,100,62,40
n2162gat_n1485gat_B,100,62,33
n1528gat_n1435gat_B,100,62,36
n2660gat_n2662gat_A,5,5,5
n2444gat_n2238gat_B,11,15,14
n740gat_n356gat_B,100,77,76
n414gat_n629gat_A,100,77,62
n418gat_n634gat_A,100,77,77
n267gat_n261gat_C,65,20,3
n268gat_n262gat_A,65,20,3
n49gat_n44gat_B,65,20,9
n172gat_n169gat_A,65,21,3
n916gat_n910gat_A,65,21,3
n348gat_n344gat_A,65,21,3
n63gat_n57gat_B,65,21,9
n734gat_n731gat_B,65,21,3
n812gat_n805gat_C,65,20,3
n813gat_n806gat_A,65,20,3
n810gat_n807gat_C,65,20,3
n811gat_n807gat_B,65,20,3
n219gat_n445gat_B,23,14,14
n93gat_n1076gat_A,100,29,29
n1192gat_n1186gat_B,33,34,3
n852gat_n650gat_A,35,20,20
n2550gat_n2547gat_A,9,61,3
n2617gat_n2614gat_B,17,61,6
n2617gat_n2615gat_A,17,61,6
n2352gat_n2565gat_A,24,20,20
n219gat_n446gat_A,100,23,23
n254gat_n139gat_C,42,22,20
n419gat_n902gat_B,28,16,14
n1084gat_n1087gat_B,6,16,11
n1179gat_n1181gat_B,100,21,21
n3000gat,100,55,47
n933gat_stem,100,20,9
n1020gat,100,20,9
n1101gat,100,62,25
n1002gat,100,23,21
n1011gat,100,20,20
n1200gat,4,15,10
n1645gat_n1642gat_C,10,30,19
n1614gat_n1558gat_A,10,30,19
n2482gat_n2480gat_B,100,46,36
n2152gat_n1578gat_A,2,10,10
n1673gat_n1921gat_B,47,33,32
n1736gat_n1732gat_B,19,30,19
n1085gat_n1088gat_A,100,23,19
n1609gat_n1607gat_B,100,62,30
n1300gat,100,62,26
n1102gat,100,62,25
n740gat_n853gat_A,100,36,36
n2443gat_n2293gat_C,100,62,42
n2359gat_n1415gat_B,100,62,36
n2355gat_n2363gat_C,100,62,37
n2356gat_n2363gat_B,100,62,39
n1864gat_n1920gat_A,11,33,31
n2283gat_n1582gat_A,19,33,31
n2307gat_n2663gat_C,100,42,33
n2437gat_n2436gat_A,45,22,21
n374gat_n418gat_A,100,77,63
n3010gat,100,9,9
n188gat_n180gat_B,58,16,16
n753gat_n750gat_A,17,13,7
n263gat_n259gat_A,65,20,3
n173gat_n168gat_B,65,21,3
n911gat_n907gat_A,65,21,3
n348gat_n345gat_A,65,21,3
n856gat_n440gat_A,3,4,4
n718gat_n711gat_C,65,21,3
n719gat_n712gat_A,65,21,3
n716gat_n713gat_C,65,21,3
n717gat_n713gat_B,65,21,3
n736gat_n730gat_B,65,21,3
n502gat_n495gat_C,65,21,3
n503gat_n496gat_A,65,21,3
n500gat_n497gat_C,65,21,3
n501gat_n497gat_B,65,21,3
n812gat_n806gat_C,65,20,3
n813gat_n807gat_A,65,20,3
n1278gat_n1271gat_C,33,34,8
n1279gat_n1272gat_A,33,34,8
n1276gat_n1273gat_C,33,34,8
n1277gat_n1273gat_B,33,34,8
n2573gat_n2570gat_A,9,56,3
n2608gat_n2605gat_C,9,61,3
n2609gat_n2605gat_B,9,61,3
n2551gat_n2546gat_B,9,61,3
n1673gat_n1733gat_A,19,33,31
n1393gat_n1408gat_C,100,62,37
n1891gat_n2055gat_A,29,24,22
n2193gat_n2149gat_A,6,20,17
n387gat_n251gat_B,82,20,18
n625gat_n905gat_A,4,16,9
n702gat_n890gat_B,100,23,18
n490gat_n904gat_B,4,15,9
n420gat_n893gat_B,49,15,15
n2850gat_n2239gat_A,21,15,14
n2616gat_n2617gat_A,17,61,6
n291gat_n419gat_B,100,70,42
n682gat_stem,2,20,1
n1201gat,100,34,8
n2011gat,100,62,54
n2200gat,31,23,22
n933gat_stem,100,20,9
n1020gat,100,20,9
n1021gat,100,20,9
n1210gat,65,34,3
n1012gat,4,16,9
n1003gat,11,16,14
n1111gat,100,77,76
n1002gat,100,23,21
n1030gat,100,21,21
n2002gat,100,31,31
n1120gat,68,39,12
n1614gat_n1557gat_C,10,30,19
n1553gat_n1557gat_A,10,30,19
n179gat_n181gat_B,100,45,39
n2443gat_n2357gat_C,100,62,35
n2284gat_n2364gat_B,100,62,37
n1918gat_n1660gat_A,16,39,32
n1658gat_n1731gat_A,10,30,19
n287gat_n180gat_C,5,16,13
n1444gat_n1574gat_C,10,30,18
n386gat_n244gat_B,22,20,18
n386gat_n245gat_A,65,23,20
n372gat_n970gat_A,25,22,22
n1103gat,100,62,25
n1698gat_n1610gat_A,5,9,9
n2664gat_n2163gat_C,100,28,28
n1379gat_n1623gat_A,3,73,5
n1823gat_n1817gat_B,2,36,2
n17gat_n86gat_C,100,40,33
n2201gat,2,1,1
n2284gat_n2292gat_B,100,62,37
n1482gat_n1483gat_B,100,62,36
n1591gat_n1438gat_A,100,62,33
n1591gat_n1365gat_B,100,62,33
n2351gat_n1577gat_B,19,33,31
n2660gat_n2663gat_B,100,42,30
n17gat_n87gat_B,9,12,10
n2393gat_n2193gat_A,25,23,22
n2146gat_n2196gat_B,17,19,16
n634gat_n635gat_B,100,77,64
n633gat_n636gat_B,100,40,24
n3010gat,100,9,9
n49gat_n46gat_B,65,20,9
n911gat_n908gat_A,65,21,3
n349gat_n344gat_B,65,21,3
n64gat_n57gat_C,65,21,9
n65gat_n58gat_A,65,21,9
n62gat_n59gat_C,65,21,9
n63gat_n59gat_B,65,21,9
n856gat_n441gat_A,3,4,4
n718gat_n712gat_C,65,21,3
n719gat_n713gat_A,65,21,3
n502gat_n496gat_C,65,21,3
n503gat_n497gat_A,65,21,3
n219gat_n961gat_A,25,14,14
n808gat_n804gat_A,65,20,3
n573gat_n570gat_B,65,20,9
n1193gat_n1186gat_C,33,34,3
n1194gat_n1187gat_A,33,34,3
n1191gat_n1188gat_C,33,34,3
n1192gat_n1188gat_B,33,34,3
n1278gat_n1272gat_C,33,34,8
n1279gat_n1273gat_A,33,34,8
n2582gat_n2580gat_A,17,56,6
n1990gat_n2073gat_B,51,21,17
n2346gat_n2149gat_B,11,20,16
n219gat_n870gat_B,91,20,20
n1392gat_n1466gat_A,100,31,27
n1677gat_n1532gat_A,100,31,26
n420gat_n895gat_A,47,15,15
n1067gat_n1089gat_A,4,16,10
n1476gat_n1472gat_A,64,17,14
n1823gat_n1818gat_A,100,31,29
n290gat_n359gat_A,55,70,16
n356gat_n292gat_B,100,77,76
n3110gat,5,4,4
n1013gat,100,20,9
n836gat_stem,2,21,1
n818gat_stem,2,20,1
n881gat_stem,2,20,1
n682gat_stem,2,20,1
n1121gat,100,42,8
n1201gat,100,34,8
n2011gat,100,62,34
n1310gat,100,28,28
n3020gat,2,9,2
n2012gat,100,31,31
n1220gat,33,13,3
n1022gat,100,20,9
n1021gat,100,20,9
n1202gat,33,34,3
n1210gat,65,34,3
n1211gat,65,34,3
n1301gat,100,62,44
n2210gat,6,20,16
n3011gat,81,20,19
n1400gat,13,17,14
n1112gat,100,77,76
n1111gat,100,77,72
n1004gat,100,30,28
n1031gat,100,20,20
n1120gat,68,39,12
n1559gat_n1642gat_A,10,30,19
n1616gat_n1556gat_C,10,30,19
n1446gat_n1619gat_B,3,81,5
n188gat_n181gat_C,100,45,40
n1662gat_n1655gat_B,19,30,19
n1681gat_n1761gat_C,53,31,18
n2775gat_n1074gat_A,4,20,13
n2672gat_n1077gat_B,4,22,13
n1500gat,3,111,5
n3021gat,2,12,5
n11gat,3,11,11
n1320gat,100,62,25
n1302gat,100,62,26
n1104gat,100,62,25
n1735gat_n1565gat_A,6,10,10
n1447gat_n1618gat_B,3,12,5
n1447gat_n1619gat_A,100,81,49
n1448gat_n1617gat_B,35,78,17
n2488gat_n2531gat_A,100,46,38
n2201gat,2,1,1
n2284gat_n2293gat_B,100,62,44
n1528gat_n1529gat_A,100,62,33
n2355gat_n2357gat_B,100,62,35
n2356gat_n2364gat_C,100,62,36
n1482gat_n1485gat_A,100,62,41
n2351gat_n1578gat_B,2,10,10
n2448gat_n2238gat_A,11,15,14
n2056gat_n2387gat_A,54,22,22
n2281gat_n2197gat_B,21,19,17
n523gat_n629gat_C,100,77,63
n264gat_n259gat_B,65,20,3
n480gat_n476gat_A,65,20,3
n174gat_n168gat_C,65,21,3
n912gat_n907gat_B,65,21,3
n64gat_n58gat_C,65,21,9
n65gat_n59gat_A,65,21,9
n737gat_n730gat_C,65,21,3
n738gat_n731gat_A,65,21,3
n735gat_n732gat_C,65,21,3
n736gat_n732gat_B,65,21,3
n808gat_n805gat_A,65,20,3
n1193gat_n1187gat_C,33,34,3
n1194gat_n1188gat_A,33,34,3
n1284gat_n1287gat_A,100,22,9
n851gat_n654gat_A,35,20,20
n2650gat_n2647gat_B,5,24,4
n2650gat_n2648gat_A,5,24,4
n2552gat_n2546gat_C,9,61,3
n2551gat_n2548gat_B,9,61,3
n2619gat_n2615gat_B,17,61,6
n1635gat_n1573gat_C,100,30,29
n1869gat_n1413gat_A,100,62,41
n1396gat_n1408gat_B,100,62,42
n1895gat_n1630gat_A,26,34,29
n2031gat,2,1,1
n741gat_n890gat_A,100,23,22
n2850gat_n2664gat_A,100,42,26
n3110gat,4,4,4
n3111gat,5,3,3
n3120gat,100,21,21
n1013gat,100,20,9
n1050gat,100,20,9
n836gat_stem,2,21,1
n828gat_stem,2,21,1
n818gat_stem,2,20,1
n881gat_stem,2,20,1
n1121gat,100,42,8
n2202gat,100,62,40
n1410gat,100,62,50
n2004gat,100,29,29
n1310gat,100,28,28
n3030gat,100,61,47
n567gat_stem,100,20,9
n1032gat,6,6,6
n1220gat,33,13,3
n1221gat,33,13,3
n1014gat,65,20,3
n1022gat,100,20,9
n1023gat,100,20,9
n1230gat,65,20,3
n1203gat,33,34,3
n1211gat,65,34,3
n2130gat,11,16,16
n2211gat,11,20,16
n1112gat,100,77,67
n1005gat,100,20,20
n1311gat,100,29,29
n1401gat,100,79,41
n1212gat,4,15,10
n1559gat_n1641gat_C,10,30,19
n1645gat_n1556gat_B,19,30,19
n1553gat_n1558gat_B,19,30,19
n2189gat_n2129gat_A,11,21,21
n1736gat_n1655gat_A,23,30,29
n1658gat_n1570gat_B,10,30,19
n2283gat_n1575gat_B,19,30,19
n1662gat_n1657gat_A,19,30,19
n2625gat_n2538gat_B,4,15,14
n2482gat_n2483gat_B,4,15,14
n2283gat_n1863gat_B,3,10,9
n1659gat_n1650gat_B,54,30,29
n372gat_n972gat_A,28,23,23
n1321gat,100,62,20
n1303gat,100,62,26
n1105gat,100,62,26
n1584gat_n1636gat_A,3,8,8
n1584gat_n1564gat_A,11,19,13
n1379gat_n1624gat_B,35,78,17
n2285gat_n2292gat_C,100,62,38
n2285gat_n2357gat_A,100,62,35
n1528gat_n1484gat_B,100,62,36
n1482gat_n1486gat_A,100,62,36
n1528gat_n1494gat_A,100,62,42
n1778gat_n1604gat_A,2,71,5
n1590gat_n1476gat_B,100,68,37
n2187gat_n2194gat_A,5,14,14
n1855gat_n2192gat_B,21,13,12
n1855gat_n2057gat_B,31,15,15
n1855gat_n2147gat_B,100,20,19
n2439gat_n2193gat_B,25,23,22
n2209gat_n2396gat_B,36,19,19
n1878gat_n2016gat_B,100,65,53
n1584gat_n1519gat_A,100,36,34
n856gat_n442gat_B,3,4,4
n754gat_n751gat_B,17,13,7
n480gat_n477gat_A,65,20,3
n175gat_n169gat_B,65,21,3
n349gat_n346gat_B,65,21,3
n737gat_n731gat_C,65,21,3
n738gat_n732gat_A,65,21,3
n809gat_n804gat_B,65,20,3
n1189gat_n1185gat_A,33,34,3
n852gat_n555gat_A,35,20,20
n2574gat_n2571gat_B,9,56,3
n2583gat_n2580gat_B,17,56,6
n2583gat_n2581gat_A,17,56,6
n2553gat_n2547gat_B,9,61,3
n1659gat_n1723gat_A,49,30,29
n2031gat,2,1,1
n420gat_n896gat_B,48,15,15
n1816gat_n1935gat_A,100,36,36
n2649gat_n2650gat_A,5,24,4
n1635gat_n1926gat_B,100,33,31
n3111gat,2,3,3
n3112gat,4,2,0
n3120gat,100,21,21
n3121gat,100,20,20
n3130gat,18,15,15
n3040gat,73,22,22
n3031gat,13,14,14
n1330gat,2,1,1
n2023gat,2,1,1
n1213gat,65,13,3
n1050gat,100,20,9
n828gat_stem,2,21,1
n2203gat,2,104,1
n2500gat,2,42,5
n2202gat,100,62,46
n1410gat,100,62,32
n2212gat,77,42,38
n1312gat,100,30,30
n3022gat,2,12,5
n567gat_stem,100,20,9
n748gat_stem,65,13,7
n2050gat,5,5,5
n1033gat,70,39,8
n1222gat,33,13,3
n1221gat,33,13,3
n1015gat,65,20,3
n1023gat,100,20,9
n1231gat,65,20,3
n1051gat,65,20,3
n1060gat,100,20,9
n1204gat,33,34,3
n2410gat,9,56,3
n2131gat,11,16,16
n2401gat,51,36,32
n1150gat,100,74,42
n1240gat,100,44,21
n1006gat,100,70,51
n21gat,100,37,35
n1411gat,100,62,36
n1600gat,100,36,25
n1401gat,100,79,54
n2005gat,100,31,30
n1510gat,100,31,25
n1123gat,100,70,57
n1790gat_n1564gat_C,37,19,19
n1645gat_n1557gat_B,10,30,19
n1553gat_n1639gat_C,10,30,19
n1703gat_n1695gat_D,2,5,5
n1658gat_n1732gat_C,10,30,19
n1658gat_n1571gat_B,10,30,19
n188gat_n184gat_B,2,12,9
n189gat_n184gat_A,2,12,9
n2078gat_n2079gat_A,35,21,20
n1673gat_n1574gat_B,100,30,29
n372gat_n973gat_A,19,20,20
n1700gat,2,78,5
n1151gat,100,62,29
n1322gat,100,62,26
n40gat,23,23,21
n13gat,6,17,14
n22gat,100,37,35
n1635gat_n1927gat_B,65,19,19
n1719gat_n1564gat_B,51,19,13
n2239gat_n1934gat_C,19,13,12
n2355gat_n2358gat_C,100,62,35
n2356gat_n2358gat_B,100,62,35
n2285gat_n2358gat_A,100,62,35
n1704gat_n1695gat_C,2,5,5
n1855gat_n2329gat_A,31,15,15
n2437gat_n2556gat_B,55,22,20
n2108gat_II4000_A,5,10,10
n634gat_n629gat_B,100,77,53
n373gat_n648gat_A,3,4,4
n756gat_n750gat_B,17,13,7
n265gat_n259gat_C,65,20,3
n481gat_n476gat_B,65,20,3
n913gat_n907gat_C,65,21,3
n912gat_n909gat_B,65,21,3
n373gat_n647gat_B,3,4,4
n940gat_n934gat_C,65,20,9
n733gat_n729gat_A,65,21,3
n577gat_n570gat_A,65,20,9
n574gat_n571gat_C,65,20,9
n575gat_n571gat_B,65,20,9
n1189gat_n1186gat_A,33,34,3
n1269gat_n1285gat_B,100,22,9
n851gat_n656gat_A,36,20,20
n851gat_n773gat_A,34,20,20
n852gat_n960gat_B,34,20,20
n851gat_n791gat_A,35,20,20
n2576gat_n2570gat_B,9,56,3
n1719gat_n1574gat_A,100,30,29
n1677gat_n1407gat_C,100,62,36
n1293gat_n1099gat_B,100,23,18
n741gat_n990gat_B,100,34,32
n841gat_n990gat_A,13,34,13
n2582gat_n2583gat_A,17,56,6
n2619gat_n2617gat_B,17,61,6
n3104gat,9,17,17
n3113gat,5,4,4
n3121gat,100,20,20
n3122gat,100,21,21
n3130gat,77,15,15
n3131gat,18,15,15
n3140gat,92,31,31
n3050gat,42,19,19
n3040gat,21,22,22
n3041gat,38,22,21
n1610gat,7,9,9
n3031gat,12,14,14
n1330gat,2,1,1
n2015gat,2,3,3
n2042gat,2,1,1
n2023gat,2,1,1
n2123gat,2,1,1
n1213gat,65,13,3
n1241gat,100,44,9
n2203gat,2,104,1
n1520gat,58,33,31
n2212gat,100,42,38
n1312gat,100,30,30
n2141gat,100,45,30
n2060gat,100,56,46
n3023gat,2,78,5
n2051gat,7,5,5
n1412gat,100,62,52
n1340gat,100,36,31
n748gat_stem,65,13,7
n1133gat,68,37,6
n1043gat,65,35,3
n1070gat,69,38,7
n1033gat,70,39,8
n1214gat,17,13,3
n1222gat,33,13,3
n1223gat,33,13,3
n1016gat,65,20,3
n1232gat,65,20,3
n1052gat,65,20,3
n1060gat,100,20,9
n1205gat,33,34,3
n2411gat,9,56,3
n1160gat,100,62,49
n1502gat,100,62,30
n1250gat,100,62,20
n1304gat,100,62,25
n1106gat,100,62,26
n2132gat,6,16,16
n2213gat,6,20,17
n2402gat,100,45,41
n2150gat,6,20,17
n2401gat,51,36,32
n1403gat,100,36,36
n1150gat,100,74,47
n1115gat,10,15,12
n1240gat,100,44,21
n1601gat,100,88,40
n1006gat,28,70,17
n1025gat,100,41,17
n1007gat,100,70,55
n1034gat,68,39,12
n1123gat,100,70,24
n374gat_n564gat_D,100,61,46
n1918gat_n1663gat_B,19,30,19
n1736gat_n1728gat_B,19,30,19
n179gat_n184gat_C,2,12,9
n387gat_n247gat_B,40,25,19
n2775gat_n1076gat_B,53,29,29
n375gat_n872gat_A,22,20,20
n386gat_n249gat_A,24,21,19
n375gat_n871gat_B,25,21,21
n2784gat_n73gat_B,5,16,14
n1858gat_n1471gat_B,21,17,15
n1469gat_n1472gat_C,3,17,9
n1519gat_n1397gat_A,7,17,11
n1800gat,2,10,10
n3024gat,2,78,5
n2421gat,100,62,36
n1440gat,100,62,26
n1161gat,100,62,20
n2331gat,9,20,15
n1698gat_n1613gat_B,5,12,12
n1790gat_n1927gat_A,46,19,19
n1735gat_n1567gat_B,6,10,10
n1935gat_n1934gat_B,7,13,12
